# BUSCO version is: 3.0.2 
# The lineage dataset is: embryophyta_odb10 (Creation date: 2017-12-01, number of species: 60, number of BUSCOs: 1375)
# To reproduce this run: python /ebio/abt6_projects8/alopecurus_genome/bin/anaconda2/envs/busco/bin/run_BUSCO.py -i /tmp/global2/frabanal/Ath_CLR_vs_HiFi/data/patch/3_Merqury_BUSCO/9994.Hifiasm_Canu-Arrow.patch/9994.Hifiasm_Canu-Arrow.patch.contigs.fa -o 9994.Hifiasm_Canu-Arrow.patch.embryophyta_odb10 -l /ebio/abt6_projects8/alopecurus_genome/bin/anaconda2/envs/busco/db/embryophyta_odb10/ -m genome -c 24 -sp arabidopsis
#
# Busco id	Status	Contig	Start	End	Score	Length
2927	Complete	Chr2	9860842	9863975	1027.4	719
29322	Complete	Chr3	25978426	25980291	537.0	275
29331	Complete	Chr1	27336417	27338401	623.9	288
29343	Complete	Chr5	30018342	30019824	529.0	282
29359	Complete	Chr1	1912980	1915019	457.0	283
29361	Complete	Chr5	6448507	6451160	400.9	242
29367	Complete	Chr3	1515752	1519792	452.0	267
29445	Complete	Chr5	25035229	25036473	414.3	250
2949	Complete	Chr5	7716127	7722121	1096.6	785
29541	Complete	Chr2	21971979	21974748	630.2	351
29625	Complete	Chr3	5869945	5873688	740.7	393
2963	Complete	Chr1	6268291	6278643	2126.3	1309
29642	Complete	Chr4	14733145	14735833	442.2	261
29676	Complete	Chr1	9531571	9534660	690.1	394
2968	Complete	Chr1	693361	698244	1128.3	702
29691	Complete	Chr1	1112526	1114679	521.5	287
29698	Complete	Chr4	19137059	19139697	303.9	191
29706	Complete	Chr4	21397451	21398975	365.8	232
29735	Complete	Chr4	20975172	20979008	542.7	365
29836	Complete	Chr2	17342860	17344834	444.2	265
29845	Complete	Chr3	18006161	18007826	420.3	278
29854	Complete	Chr1	1370896	1374551	667.8	363
29931	Complete	Chr2	14152691	14154776	568.5	270
30059	Complete	Chr3	969175	970952	211.9	135
30094	Complete	Chr5	21762733	21766853	740.4	445
30095	Complete	Chr5	30226585	30228529	484.6	255
30142	Complete	Chr1	2987337	2990502	512.8	324
30201	Complete	Chr2	20187816	20190563	418.7	302
30223	Complete	Chr5	19466142	19468626	566.7	404
30254	Complete	Chr3	24317191	24318717	565.0	315
30317	Complete	Chr4	4930904	4932518	533.7	281
30411	Complete	Chr2	9470935	9474271	720.1	391
30429	Complete	Chr1	707016	709478	357.9	200
30468	Complete	Chr1	33671234	33675844	605.9	285
30510	Complete	Chr3	5167443	5169548	421.5	242
30580	Complete	Chr1	23390001	23392172	504.7	281
306	Complete	Chr5	24856839	24863309	1617.9	1395
30601	Complete	Chr1	25027018	25030386	686.8	349
30602	Complete	Chr4	13481449	13484198	666.4	346
30661	Complete	Chr4	16351721	16354518	618.9	346
30698	Complete	Chr2	1567249	1569453	404.2	221
30731	Complete	Chr2	13564676	13569615	700.5	400
30798	Complete	Chr5	712280	715431	725.0	427
30834	Complete	Chr2	15312932	15316034	567.3	286
30886	Complete	Chr5	3929795	3932857	427.8	243
30906	Complete	Chr3	2544605	2546672	659.5	421
30910	Complete	Chr3	3908122	3910984	576.7	285
30930	Complete	Chr4	18473292	18475710	370.1	198
31000	Complete	Chr1	12498953	12500666	452.6	240
31003	Complete	Chr1	1079200	1081620	264.8	181
31028	Complete	Chr3	7123549	7125853	473.0	326
31145	Complete	Chr1	6662332	6665171	429.2	319
31164	Complete	Chr2	15277971	15280187	591.5	374
31168	Complete	Chr2	19402427	19405394	840.6	480
31169	Complete	Chr3	9028993	9031867	790.3	521
3117	Complete	Chr2	10011517	10018659	1503.2	835
3127	Complete	Chr5	5525838	5530560	807.7	612
31272	Complete	Chr1	11075315	11077906	615.9	365
31277	Complete	Chr1	7577983	7581066	592.5	297
31278	Complete	Chr4	9135516	9138134	498.2	250
31282	Complete	Chr5	6891170	6897964	509.8	272
313	Complete	Chr4	370330	377108	1128.2	726
31300	Complete	Chr5	29545179	29547503	561.7	276
3131	Complete	Chr1	29227322	29231976	1404.6	737
31338	Complete	Chr5	6661218	6665008	519.3	263
3137	Complete	Chr5	5331640	5340123	1521.3	1045
31385	Complete	Chr1	3023257	3026010	675.1	318
31393	Complete	Chr1	10181558	10185757	892.0	617
31454	Complete	Chr4	9784382	9787186	498.7	253
31504	Complete	Chr4	14970601	14973729	610.5	315
31508	Complete	Chr1	28035651	28037431	539.0	360
31525	Complete	Chr1	21735095	21738918	436.4	230
31597	Complete	Chr3	10041897	10044029	483.2	240
31652	Complete	Chr4	597646	599934	458.8	278
31691	Complete	Chr1	26381432	26387778	769.4	405
31783	Complete	Chr5	2877607	2879782	454.2	241
31785	Complete	Chr4	21463118	21464677	296.1	238
31799	Complete	Chr5	22655909	22658434	376.9	390
31812	Complete	Chr4	21765551	21768254	462.0	239
31815	Complete	Chr2	13574831	13577302	458.4	262
31857	Complete	Chr3	21276088	21279890	867.7	528
31899	Complete	Chr1	31388433	31390963	565.9	298
31938	Complete	Chr5	6414362	6416828	591.8	345
31978	Complete	Chr3	4290654	4294571	682.7	396
32003	Complete	Chr5	24796344	24799023	478.9	252
32014	Complete	Chr5	7343678	7346058	396.2	237
32040	Complete	Chr1	7586749	7588661	445.5	264
32249	Complete	Chr3	5083154	5085674	580.7	364
3226	Complete	Chr2	8001148	8007287	1254.3	726
32284	Complete	Chr5	19017816	19019875	492.0	259
3229	Complete	Chr3	24714048	24717922	1142.3	622
32302	Complete	Chr1	9382996	9384583	563.3	349
32374	Complete	Chr3	3454749	3456893	480.4	311
32420	Complete	Chr5	1297216	1298488	530.5	269
32460	Complete	Chr4	19705383	19707432	483.7	268
32490	Complete	Chr5	6530095	6532540	665.9	391
32498	Complete	Chr1	10636617	10639383	646.8	431
32552	Complete	Chr5	26897776	26900820	392.8	215
32563	Complete	Chr5	26962896	26964235	285.0	204
32582	Complete	Chr5	23430628	23432788	439.9	253
32606	Complete	Chr1	31727998	31731240	847.8	637
32646	Complete	Chr4	14875115	14876923	443.8	241
32823	Complete	Chr1	32182987	32185974	315.8	346
32894	Complete	Chr4	13216234	13219253	457.0	239
32912	Complete	Chr4	9595719	9596744	213.0	125
32999	Complete	Chr1	20947126	20952471	299.8	168
33016	Complete	Chr3	25198924	25201848	803.1	446
33076	Complete	Chr2	20738098	20740512	423.8	272
33099	Complete	Chr1	25712949	25715152	349.5	234
33124	Complete	Chr2	2129132	2132412	677.9	369
33145	Complete	Chr1	31263724	31265905	291.1	205
33242	Complete	Chr4	13332742	13334949	631.9	325
333	Complete	Chr2	18630735	18637982	2223.3	1123
33319	Complete	Chr2	19368320	19370899	735.5	424
33332	Complete	Chr4	14827487	14829045	347.7	195
33347	Complete	Chr1	22650743	22654106	469.1	286
33405	Complete	Chr2	736491	738653	504.7	259
33468	Complete	Chr5	5005031	5007193	430.6	227
33491	Complete	Chr3	6878159	6880549	579.3	300
33492	Complete	Chr1	22719857	22724761	610.9	360
33519	Complete	Chr1	27603095	27604817	307.8	172
33535	Complete	Chr4	19616719	19619148	547.7	305
33541	Complete	Chr3	26351568	26354093	413.2	316
33551	Complete	Chr3	6583917	6586371	394.9	236
3357	Complete	Chr1	5883082	5888514	1439.6	834
33585	Complete	Chr2	11451729	11454488	557.3	298
33588	Complete	Chr5	27245503	27246991	401.0	271
33645	Complete	Chr5	26542362	26544447	491.9	260
33671	Complete	Chr2	13433087	13436569	631.0	328
33694	Complete	Chr1	31403814	31406580	643.0	340
33752	Complete	Chr3	24429880	24432568	553.5	336
33773	Complete	Chr1	27147659	27149272	481.4	271
33792	Complete	Chr3	8596892	8599236	429.0	259
338	Complete	Chr1	11926531	11936240	1482.6	1166
33806	Complete	Chr1	4222197	4224242	425.0	211
33814	Complete	Chr1	11250820	11253318	363.1	199
33897	Complete	Chr1	24380467	24382008	399.5	207
33916	Complete	Chr1	10418847	10421596	348.5	231
33939	Complete	Chr5	30527687	30529599	537.8	322
33955	Complete	Chr5	18484723	18487678	597.0	312
34095	Complete	Chr5	29416871	29418830	609.9	303
34096	Complete	Chr1	31452316	31454811	600.8	426
34142	Complete	Chr5	23777922	23781730	681.5	433
34162	Complete	Chr1	26728578	26731033	454.1	253
34165	Complete	Chr4	360268	362295	303.8	156
34174	Complete	Chr3	801210	804031	480.2	270
34181	Complete	Chr5	3818735	3820769	305.6	245
34214	Complete	Chr1	6137127	6139782	526.9	302
34217	Complete	Chr1	409887	413985	696.7	413
34303	Complete	Chr1	7208909	7211346	422.5	245
34328	Complete	Chr5	4037524	4039886	480.8	349
3440	Complete	Chr1	33056672	33061543	1174.2	705
34445	Complete	Chr5	9596258	9598277	439.2	257
34499	Complete	Chr5	2713260	2715078	373.4	206
3453	Complete	Chr3	20632306	20637203	1608.3	765
34673	Complete	Chr5	29636719	29639125	473.0	270
34689	Complete	Chr1	8027901	8030533	456.2	245
34713	Complete	Chr1	23530430	23532858	619.9	308
34752	Complete	Chr1	31918441	31921453	388.4	229
34904	Fragmented	Chr1	27486545	27488454	424.1	221
34923	Complete	Chr3	26726059	26727750	576.6	292
34942	Complete	Chr4	19332555	19334689	402.4	232
35026	Complete	Chr5	9719569	9722129	342.9	197
35072	Complete	Chr5	3256401	3260067	471.4	317
35073	Complete	Chr1	25896537	25898394	345.3	199
35089	Complete	Chr2	11730993	11733187	455.0	244
35148	Complete	Chr1	28783726	28785780	481.9	241
35164	Complete	Chr1	22663435	22666259	405.8	213
35165	Complete	Chr5	461918	463949	504.7	272
35197	Complete	Chr3	25460432	25464410	743.7	508
35232	Complete	Chr1	22816779	22818914	436.3	262
35280	Complete	Chr3	25362160	25363834	246.3	218
35333	Complete	Chr5	28193594	28196461	590.6	349
3537	Complete	Chr1	5305142	5309211	1445.7	771
35448	Complete	Chr4	1594105	1596318	402.6	237
35452	Complete	Chr1	23748899	23750823	463.9	247
35456	Complete	Chr3	9293472	9294781	267.2	178
35527	Complete	Chr4	18036414	18038198	351.5	241
35546	Complete	Chr2	15964321	15966383	338.5	197
35685	Complete	Chr5	25397557	25399652	597.0	300
35737	Complete	Chr1	7983595	7985535	360.5	180
35753	Complete	Chr5	20640960	20643760	760.6	542
35849	Complete	Chr5	25067700	25069674	224.8	197
35866	Complete	Chr3	25680504	25682481	237.0	161
35984	Complete	Chr4	14596650	14599255	510.4	274
360	Complete	Chr3	10286887	10294906	1893.9	1482
36045	Complete	Chr3	1531897	1533756	219.0	172
36051	Complete	Chr4	19939759	19942172	418.0	245
36146	Complete	Chr4	11066471	11068015	183.4	177
36255	Complete	Chr1	8860488	8863162	500.0	342
36385	Complete	Chr1	1563365	1566662	646.5	351
36390	Complete	Chr3	20224498	20226206	439.3	303
36391	Complete	Chr5	25766646	25772164	574.7	354
36450	Complete	Chr1	30836713	30839937	731.9	467
36468	Complete	Chr1	2592498	2594485	311.0	199
36529	Complete	Chr2	15792682	15795819	736.9	445
36567	Complete	Chr1	32643748	32645938	511.3	261
366	Complete	Chr1	13083828	13088988	1302.7	917
36608	Complete	Chr4	9820632	9823172	247.9	179
36653	Complete	Chr3	9488138	9490203	434.6	240
36699	Complete	Chr3	24371048	24372332	387.8	206
3670	Complete	Chr1	31185352	31191166	1034.6	787
36700	Complete	Chr4	14570657	14572455	341.1	197
36725	Complete	Chr3	3410165	3414483	546.3	328
36766	Complete	Chr1	28155641	28157406	372.6	213
36770	Complete	Chr5	5821524	5823231	438.8	229
36775	Complete	Chr1	28082415	28084358	364.7	260
36779	Complete	Chr1	30851460	30853175	428.4	220
36801	Complete	Chr3	4591260	4595554	476.3	251
36806	Complete	Chr3	26656574	26659528	601.8	319
36816	Complete	Chr3	3461173	3463147	447.1	236
36846	Complete	Chr1	8428175	8429472	248.6	151
36940	Complete	Chr2	21719281	21722105	495.6	244
36971	Complete	Chr1	30748379	30750025	451.3	227
37002	Complete	Chr4	22059130	22060455	378.8	275
37013	Complete	Chr1	9213256	9219367	335.3	270
37016	Complete	Chr2	21377609	21379779	436.0	313
37017	Complete	Chr5	21420916	21422875	518.2	305
37023	Complete	Chr3	9277396	9279453	600.5	311
37026	Complete	Chr1	27913016	27915840	668.2	431
37041	Complete	Chr3	5142081	5144357	357.8	218
37103	Complete	Chr2	16530009	16531932	323.8	180
37110	Complete	Chr4	11632480	11634657	298.9	198
37150	Complete	Chr2	21926058	21928092	547.9	314
37203	Complete	Chr4	18550945	18553769	369.2	251
37210	Complete	Chr1	20546981	20549796	502.5	301
37224	Complete	Chr5	8548994	8550392	410.0	207
37233	Complete	Chr4	12757587	12759192	439.7	236
37239	Complete	Chr4	20825034	20827502	731.0	345
37342	Complete	Chr5	22970616	22972010	417.3	245
37380	Complete	Chr3	3888810	3890465	387.0	187
374	Complete	Chr5	24433144	24447828	2698.7	1647
37452	Complete	Chr5	27176509	27177847	289.2	223
37465	Complete	Chr1	22880225	22882466	443.9	280
37485	Complete	Chr2	20300271	20301315	351.2	194
37498	Complete	Chr1	9671244	9672859	395.5	214
37570	Duplicated	Chr1	33219319	33220756	293.3	167
37570	Duplicated	Chr1	33225429	33226993	293.6	167
37606	Complete	Chr1	10616037	10618339	461.8	320
37623	Complete	Chr4	18040123	18042547	488.5	262
37722	Complete	Chr1	3608107	3610155	576.1	286
3773	Complete	Chr4	1131424	1135318	1130.8	592
37756	Complete	Chr3	21001596	21004837	287.3	188
37819	Complete	Chr5	28970482	28972390	280.0	210
37911	Complete	Chr2	20428823	20432708	923.0	472
38004	Complete	Chr3	1030341	1032818	435.0	237
38013	Complete	Chr1	9003669	9006115	500.4	279
38070	Complete	Chr4	18053382	18055620	398.7	206
38099	Complete	Chr2	16962074	16965428	418.0	211
38139	Complete	Chr3	597047	599024	540.0	278
38140	Complete	Chr2	17331968	17334143	395.9	228
38176	Complete	Chr1	4836129	4837860	482.6	258
38178	Complete	Chr1	8772937	8775340	340.7	202
38190	Complete	Chr4	17749144	17752624	367.6	222
38304	Complete	Chr2	2068160	2069853	420.4	226
38357	Complete	Chr1	779715	781787	245.7	185
38464	Complete	Chr1	7628867	7630269	343.2	195
38469	Complete	Chr4	1431425	1433477	291.0	189
38520	Complete	Chr5	30214505	30217186	561.9	282
38584	Complete	Chr2	18333797	18336086	620.8	369
38601	Complete	Chr1	11590763	11591703	341.2	179
38608	Complete	Chr2	16086753	16088622	324.4	200
38633	Complete	Chr5	30557045	30559052	462.8	234
38643	Complete	Chr5	24799052	24800716	339.4	216
38690	Complete	Chr4	11506238	11508977	451.5	248
38733	Complete	Chr3	25369368	25371033	444.0	235
38734	Complete	Chr5	28026584	28028356	364.4	196
38922	Complete	Chr2	11496161	11498725	504.8	265
38959	Complete	Chr5	89330	92322	534.1	266
39054	Complete	Chr2	21356098	21357344	284.2	153
39084	Complete	Chr4	14662034	14663879	445.2	244
3913	Complete	Chr5	2061375	2064784	1130.7	600
39147	Complete	Chr2	1168343	1171063	336.6	205
39175	Complete	Chr2	11430705	11433142	527.9	338
39215	Complete	Chr4	18912441	18914189	458.0	239
39238	Complete	Chr1	25025384	25026897	351.2	217
39257	Missing
39383	Complete	Chr2	13903358	13905890	538.2	276
3940	Complete	Chr5	23261390	23264775	1074.2	733
39422	Complete	Chr2	17976779	17979264	376.4	200
39485	Complete	Chr1	1413418	1416660	371.5	219
39486	Complete	Chr1	5509560	5511209	475.1	242
39499	Complete	Chr1	395232	398074	566.5	300
39520	Complete	Chr5	24718242	24719715	352.4	196
39530	Complete	Chr1	30913975	30916193	389.5	216
39585	Complete	Chr5	23005638	23007827	455.4	275
39588	Complete	Chr5	2119249	2122105	675.3	494
39616	Complete	Chr3	329496	330781	302.4	216
39629	Complete	Chr1	6589005	6590587	432.1	223
39633	Complete	Chr3	628951	631002	170.8	179
39670	Complete	Chr3	2613276	2614768	532.5	283
39672	Complete	Chr5	20076465	20078904	502.8	285
39684	Complete	Chr4	17118695	17120329	456.4	227
39715	Complete	Chr1	5227381	5230195	503.7	360
39720	Complete	Chr1	29439192	29442110	303.0	193
39783	Complete	Chr3	1616309	1619724	599.7	376
39867	Complete	Chr2	20420990	20423182	388.9	227
3987	Complete	Chr2	19810472	19814125	1270.9	718
39948	Complete	Chr4	12981396	12984065	619.1	341
40004	Complete	Chr2	1695351	1697316	419.6	221
40052	Complete	Chr1	26910601	26912228	347.7	179
40108	Complete	Chr3	9938736	9940382	142.1	118
40163	Complete	Chr2	21668915	21671732	699.9	519
40232	Complete	Chr4	21419602	21420865	307.5	186
40275	Complete	Chr3	319286	320890	284.5	195
40282	Complete	Chr4	15957265	15959820	452.8	308
40283	Complete	Chr3	6568261	6571998	378.0	256
4030	Complete	Chr5	5463313	5467771	855.2	583
40335	Complete	Chr1	754949	757721	472.4	329
40357	Complete	Chr2	1572841	1574404	302.7	195
40370	Complete	Chr1	25969283	25970619	323.7	169
40375	Complete	Chr3	3193232	3195611	374.5	222
404	Complete	Chr5	4402519	4408023	2637.5	1240
40464	Complete	Chr5	24629308	24631652	237.6	176
40508	Complete	Chr4	19633965	19636163	403.7	216
40632	Complete	Chr5	4569969	4572344	333.0	194
40682	Complete	Chr5	20477742	20479191	303.8	175
40694	Complete	Chr5	4747062	4749358	368.5	201
40723	Complete	Chr1	33611230	33615114	697.5	449
4075	Complete	Chr2	18340593	18345264	1314.2	741
40801	Complete	Chr5	3452720	3454790	539.0	327
40806	Complete	Chr3	2728604	2732634	682.4	592
40807	Complete	Chr2	19087085	19089530	528.4	366
40839	Complete	Chr5	4581249	4584102	320.1	199
40955	Complete	Chr4	13190797	13195219	717.1	507
41027	Complete	Chr3	23896832	23899281	250.0	156
41032	Complete	Chr4	17485031	17487063	444.5	251
41281	Complete	Chr3	1591062	1592597	325.7	213
41330	Complete	Chr3	21348875	21352629	312.3	148
41369	Complete	Chr2	12694520	12698969	521.2	303
41437	Complete	Chr2	13430107	13432966	472.4	251
4145	Complete	Chr3	3402974	3409893	1158.6	673
41459	Complete	Chr2	11289270	11297263	490.0	373
41488	Complete	Chr4	13486162	13487817	484.0	260
4152	Complete	Chr1	33853501	33856492	944.2	621
41532	Complete	Chr5	9643565	9649142	209.4	147
41596	Complete	Chr1	324310	327207	573.8	388
4162	Complete	Chr3	6966457	6970895	1268.1	880
41633	Complete	Chr5	28989305	28990984	319.5	219
41722	Complete	Chr1	30188350	30190460	535.5	367
41757	Complete	Chr5	28904086	28905833	461.2	234
41760	Complete	Chr1	31475464	31477226	361.4	215
41771	Complete	Chr5	29586884	29588857	322.9	260
418	Complete	Chr4	18001168	18007305	2122.2	1224
41834	Complete	Chr5	8378560	8380201	412.9	223
41844	Complete	Chr2	10754326	10756048	185.8	256
41853	Complete	Chr1	26076503	26081123	629.8	547
4186	Complete	Chr2	14587907	14591682	939.8	575
41899	Complete	Chr3	9956441	9958730	258.6	169
41915	Complete	Chr2	19998662	19999926	357.5	185
41924	Complete	Chr2	18927965	18930769	511.7	299
41937	Complete	Chr3	11159794	11162260	539.8	305
41974	Complete	Chr4	12157515	12159811	388.3	201
42010	Complete	Chr1	2385582	2387330	233.5	121
4204	Complete	Chr2	1061462	1065077	1076.4	573
42048	Complete	Chr1	21138166	21139677	383.9	192
4206	Complete	Chr3	356249	360314	1311.6	678
42130	Complete	Chr3	4579096	4580472	126.9	226
42138	Complete	Chr1	4883185	4884917	346.5	193
4219	Complete	Chr5	640739	645007	1052.2	663
4220	Complete	Chr5	30630204	30633490	805.0	513
42258	Complete	Chr3	1121663	1125121	395.9	450
42281	Complete	Chr5	9367181	9369041	401.7	238
42317	Complete	Chr5	21521327	21523522	340.3	251
42363	Complete	Chr3	9800497	9802257	436.9	264
4240	Complete	Chr1	33833708	33836683	1173.2	649
42499	Complete	Chr5	22244071	22246307	429.4	292
4251	Complete	Chr1	781886	786360	1331.2	661
42679	Complete	Chr5	29081760	29083856	376.7	197
42695	Complete	Chr5	5651492	5653453	403.6	228
4270	Complete	Chr3	948557	954471	1419.7	729
42740	Complete	Chr2	18345614	18347434	264.0	175
42754	Complete	Chr3	5169631	5171951	209.0	174
42809	Complete	Chr3	22720572	22721843	264.1	153
42849	Complete	Chr1	310838	313427	730.7	506
4291	Complete	Chr1	2018131	2026627	1157.4	740
42915	Complete	Chr1	3183367	3186784	510.9	281
42984	Complete	Chr5	1965239	1966831	343.7	207
42998	Complete	Chr3	9583461	9585122	369.0	218
43094	Complete	Chr5	7586878	7590764	455.9	338
431	Complete	Chr5	6573731	6578297	1917.1	1138
43200	Complete	Chr1	30906582	30907824	173.2	181
43209	Complete	Chr2	22019661	22021850	291.5	170
43237	Complete	Chr1	27653174	27655387	545.4	326
433	Complete	Chr1	28652	36829	2939.8	1454
43310	Complete	Chr5	19993267	19995549	482.4	253
43353	Complete	Chr5	1262260	1266318	378.9	191
43356	Complete	Chr3	24426018	24427972	252.2	157
43369	Complete	Chr1	2247630	2249018	325.6	189
43429	Complete	Chr4	18666876	18668730	290.3	182
43439	Complete	Chr5	3823789	3825195	237.6	146
43497	Complete	Chr4	12885060	12887545	336.7	190
43526	Complete	Chr4	1057854	1059895	238.5	153
43733	Complete	Chr1	32599133	32600872	267.7	151
43760	Complete	Chr5	5689512	5692418	480.1	274
43893	Complete	Chr5	3608197	3610006	275.7	201
43916	Complete	Chr5	27252065	27253070	277.8	144
43934	Complete	Chr5	612897	615362	230.6	178
43963	Complete	Chr1	3975845	3978858	436.2	264
4404	Complete	Chr5	7184029	7189868	1252.2	708
44147	Complete	Chr3	2861063	2863035	419.7	247
44177	Complete	Chr2	15830386	15832163	367.0	216
44235	Complete	Chr4	17378868	17380192	325.9	168
44248	Complete	Chr1	22277147	22278961	259.3	190
44289	Complete	Chr1	9047736	9050394	428.8	261
44299	Complete	Chr1	20997685	21000028	519.3	281
44382	Complete	Chr3	2456328	2457903	225.3	157
44450	Complete	Chr3	21011241	21012850	501.5	270
44513	Complete	Chr5	24407474	24408774	279.8	163
44563	Complete	Chr3	25829169	25830683	307.6	170
44577	Complete	Chr1	641782	643258	181.9	125
4459	Complete	Chr3	3018420	3023387	1218.3	634
44603	Complete	Chr2	13086836	13089195	468.3	263
44734	Complete	Chr2	10233828	10235819	359.5	192
44753	Complete	Chr5	12385240	12388072	228.6	175
44768	Complete	Chr3	1410666	1413079	572.1	348
44786	Complete	Chr3	8362245	8363700	236.4	168
44788	Complete	Chr4	11575546	11577680	273.5	150
44816	Complete	Chr3	5207830	5214607	429.8	256
44841	Complete	Chr3	4024714	4026762	317.9	174
449	Complete	Chr2	3892203	3900101	1905.6	1075
44965	Complete	Chr2	13724667	13728628	416.8	260
44970	Complete	Chr1	34120905	34122209	275.5	229
44977	Complete	Chr5	7708780	7710825	476.6	285
44983	Duplicated	Chr2	9567520	9568278	179.0	147
44983	Duplicated	Chr3	24190725	24192991	177.3	147
44983	Duplicated	Chr4	21619292	21620030	172.3	146
4504	Complete	Chr1	26698479	26702717	797.7	756
45053	Complete	Chr3	7291234	7292467	382.4	257
45061	Complete	Chr2	18757463	18760630	433.7	231
45195	Complete	Chr3	22882725	22884726	420.6	250
45228	Complete	Chr5	30473339	30474689	356.4	197
45317	Complete	Chr5	6691104	6692368	236.1	140
45324	Complete	Chr5	5621947	5624504	182.8	146
45356	Complete	Chr1	10870031	10871655	398.6	288
45360	Complete	Chr1	33601996	33605656	498.5	296
4544	Complete	Chr2	20981526	20985933	1074.6	588
45499	Complete	Chr2	21528914	21530262	255.7	154
45516	Complete	Chr4	12457914	12459758	343.7	175
4562	Complete	Chr2	9235311	9238053	918.0	586
4567	Complete	Chr4	2677667	2682631	1539.2	781
45696	Complete	Chr4	16358042	16360991	293.1	237
45747	Complete	Chr1	4156001	4158327	442.7	217
45762	Complete	Chr4	20576025	20578651	426.9	265
45797	Complete	Chr4	362435	363407	288.1	162
45852	Duplicated	Chr3	26863543	26871685	320.9	172
45852	Duplicated	Chr5	9460582	9462184	340.3	171
45979	Complete	Chr1	21497115	21498123	287.7	189
46026	Complete	Chr1	308559	313440	436.7	283
46039	Complete	Chr1	28011016	28014279	574.3	313
4605	Complete	Chr4	1770740	1775533	1193.0	667
46070	Complete	Chr1	29474464	29476468	177.6	174
46142	Complete	Chr1	1504248	1505800	384.9	189
46192	Complete	Chr3	2882834	2884494	332.2	236
46194	Complete	Chr3	21289371	21291340	477.6	235
46274	Complete	Chr5	16933251	16936252	374.8	235
46289	Complete	Chr2	13309951	13312367	288.9	153
46322	Complete	Chr2	17317906	17319744	272.5	175
46357	Complete	Chr4	18817951	18819976	434.4	231
46424	Complete	Chr1	27165164	27167137	314.9	193
46437	Complete	Chr1	495464	497514	305.9	151
46468	Complete	Chr3	1869383	1871384	303.7	153
46495	Complete	Chr3	24820483	24821903	258.0	193
46504	Complete	Chr4	16948162	16951858	258.3	137
46545	Complete	Chr3	3948128	3949426	290.1	173
46587	Complete	Chr4	16419197	16420882	400.7	223
46698	Missing
46723	Complete	Chr4	13753350	13755275	312.5	191
46764	Complete	Chr1	119726	121400	286.6	151
46806	Complete	Chr2	13482253	13484280	344.5	181
46911	Complete	Chr1	24455394	24457178	288.4	183
46929	Complete	Chr5	7834234	7836290	129.4	331
47015	Complete	Chr1	31941496	31943393	490.1	264
47022	Complete	Chr1	28175370	28178779	534.3	369
47059	Complete	Chr5	21177844	21179530	358.5	207
47073	Complete	Chr4	9322769	9324817	515.8	264
47081	Complete	Chr5	30056509	30058483	486.3	305
47169	Complete	Chr5	16938714	16940412	335.4	199
47174	Complete	Chr2	10963210	10965543	525.7	291
47330	Complete	Chr4	21366335	21367278	271.5	133
47358	Complete	Chr1	3165633	3168107	366.6	197
47451	Complete	Chr3	8426221	8428265	279.9	171
47460	Complete	Chr2	19263395	19267064	262.8	182
47472	Complete	Chr1	24651798	24653608	438.2	232
47476	Complete	Chr4	20479088	20481262	426.7	262
47639	Complete	Chr1	11667889	11670255	232.5	214
47702	Complete	Chr4	14078963	14080304	293.8	211
47731	Complete	Chr2	1206520	1208819	471.3	234
47737	Complete	Chr1	31499118	31500967	270.4	164
4781	Complete	Chr1	33380386	33385044	1214.9	778
47818	Complete	Chr3	1406179	1407744	232.1	138
47871	Complete	Chr3	10673831	10676132	357.8	190
4789	Complete	Chr4	11024111	11029060	1101.9	900
47957	Complete	Chr3	9555946	9557481	404.1	196
48051	Complete	Chr3	1259530	1261871	434.4	322
48088	Complete	Chr1	3837436	3840083	173.1	132
481	Complete	Chr2	17225692	17233842	2183.4	1192
48136	Complete	Chr2	19508355	19509919	268.1	160
48203	Complete	Chr2	21075220	21077243	442.1	248
48230	Complete	Chr2	17139260	17141006	220.0	118
48249	Complete	Chr1	7198426	7200000	312.5	159
48312	Complete	Chr4	18795332	18796951	238.7	142
48417	Complete	Chr1	8895191	8897111	202.6	139
48519	Complete	Chr5	19945142	19946857	372.0	202
48568	Complete	Chr4	16364434	16365619	207.6	129
48576	Complete	Chr5	22090623	22092484	383.0	197
48910	Complete	Chr1	31762703	31764111	324.3	196
48926	Complete	Chr3	22999626	23001424	192.6	138
48960	Complete	Chr2	14682349	14683273	266.8	151
49081	Complete	Chr1	34327162	34330373	247.2	144
49194	Complete	Chr1	26254634	26257113	122.8	333
49327	Complete	Chr5	24322320	24325492	297.5	166
49353	Complete	Chr4	1184371	1186195	294.5	156
49505	Complete	Chr1	34349932	34351403	217.4	117
49549	Complete	Chr4	5072706	5075773	422.3	264
49594	Complete	Chr3	3479541	3481133	326.2	199
49615	Complete	Chr2	1450705	1455060	506.2	458
49620	Complete	Chr4	17094251	17096429	440.8	272
49803	Complete	Chr5	23021551	23025131	195.8	121
49812	Complete	Chr4	2692094	2694108	186.7	107
49857	Complete	Chr4	900861	902364	394.0	213
49869	Complete	Chr2	15310200	15312104	316.6	197
49951	Complete	Chr3	20549143	20551655	539.0	399
49971	Complete	Chr1	6416794	6418465	243.4	129
50022	Complete	Chr3	5416435	5418420	416.7	212
5008	Complete	Chr5	6593341	6597920	1556.7	761
